## DSID    events    xsec[pb]*kfac*filter        lumi[fb-1]         name
---------  --------  --------------------------  -----------------  ------------------------------------------------------------------------------
##         ##        ====================        ##                 ##
##         ##        Diboson_DC14_MC15sim        ##                 ##
361524     4492000   70.791*1.2019*1.0           63.45              mc15_13TeV.361524.MadGraphPythia8EvtGen_A14NNPDF23LO_Wenu_Np4
361525     14000000  13935.0*1.2019*1.0          1.0                mc15_13TeV.361525.MadGraphPythia8EvtGen_A14NNPDF23LO_Wmunu_Np0
361526     9500000   1893.3*1.2019*1.0           5.02               mc15_13TeV.361526.MadGraphPythia8EvtGen_A14NNPDF23LO_Wmunu_Np1
361527     6500000   642.7*1.2019*1.0            10.11              mc15_13TeV.361527.MadGraphPythia8EvtGen_A14NNPDF23LO_Wmunu_Np2
361528     3550000   179.19*1.2019*1.0           19.81              mc15_13TeV.361528.MadGraphPythia8EvtGen_A14NNPDF23LO_Wmunu_Np3
361529     4500000   70.784*1.2019*1.0           63.57              mc15_13TeV.361529.MadGraphPythia8EvtGen_A14NNPDF23LO_Wmunu_Np4
361530     14000000  13920.0*1.2019*1.0          1.01               mc15_13TeV.361530.MadGraphPythia8EvtGen_A14NNPDF23LO_Wtaunu_Np0
361531     9500000   1891.9*1.2019*1.0           5.02               mc15_13TeV.361531.MadGraphPythia8EvtGen_A14NNPDF23LO_Wtaunu_Np1
361532     6500000   641.87*1.2019*1.0           10.13              mc15_13TeV.361532.MadGraphPythia8EvtGen_A14NNPDF23LO_Wtaunu_Np2
361533     3550000   179.21*1.2019*1.0           19.81              mc15_13TeV.361533.MadGraphPythia8EvtGen_A14NNPDF23LO_Wtaunu_Np3
361534     4500000   71.05*1.2019*1.0            63.34              mc15_13TeV.361534.MadGraphPythia8EvtGen_A14NNPDF23LO_Wtaunu_Np4
363600     24998000  16719.0*1.0*0.83756         1.79               mc15_13TeV.363600.MGPy8EG_N30NLO_Wenu_Ht0_70_CVetoBVeto
363602     8998750   16717.0*1.0*0.024191        22.25              mc15_13TeV.363602.MGPy8EG_N30NLO_Wenu_Ht0_70_BFilter
363603     4980500   755.1*1.0*0.71172           9.27               mc15_13TeV.363603.MGPy8EG_N30NLO_Wenu_Ht70_140_CVetoBVeto
363604     4497600   755.77*1.0*0.23976          24.82              mc15_13TeV.363604.MGPy8EG_N30NLO_Wenu_Ht70_140_CFilterBVeto
363605     1864750   755.82*1.0*0.048272         51.11              mc15_13TeV.363605.MGPy8EG_N30NLO_Wenu_Ht70_140_BFilter
363606     4971500   318.98*1.0*0.66554          23.42              mc15_13TeV.363606.MGPy8EG_N30NLO_Wenu_Ht140_280_CVetoBVeto
363607     3999450   319.93*1.0*0.26354          47.43              mc15_13TeV.363607.MGPy8EG_N30NLO_Wenu_Ht140_280_CFilterBVeto
363608     1543140   319.51*1.0*0.069336         69.66              mc15_13TeV.363608.MGPy8EG_N30NLO_Wenu_Ht140_280_BFilter
363609     1993500   73.515*1.0*0.61904          43.8               mc15_13TeV.363609.MGPy8EG_N30NLO_Wenu_Ht280_500_CVetoBVeto
363610     1993600   73.562*1.0*0.28524          95.01              mc15_13TeV.363610.MGPy8EG_N30NLO_Wenu_Ht280_500_CFilterBVeto
363611     1999050   73.556*1.0*0.095211         285.44             mc15_13TeV.363611.MGPy8EG_N30NLO_Wenu_Ht280_500_BFilter
363612     987500    11.524*1.0*0.58676          146.04             mc15_13TeV.363612.MGPy8EG_N30NLO_Wenu_Ht500_700_CVetoBVeto
363613     297000    11.512*1.0*0.29832          86.48              mc15_13TeV.363613.MGPy8EG_N30NLO_Wenu_Ht500_700_CFilterBVeto
363614     295500    11.51*1.0*0.11526           222.74             mc15_13TeV.363614.MGPy8EG_N30NLO_Wenu_Ht500_700_BFilter
363615     194000    4.0185*1.0*0.56647          85.22              mc15_13TeV.363615.MGPy8EG_N30NLO_Wenu_Ht700_1000_CVetoBVeto
363616     98200     4.0077*1.0*0.30395          80.61              mc15_13TeV.363616.MGPy8EG_N30NLO_Wenu_Ht700_1000_CFilterBVeto
363617     98000     4.0123*1.0*0.12837          190.27             mc15_13TeV.363617.MGPy8EG_N30NLO_Wenu_Ht700_1000_BFilter
363618     43000     1.3239*1.0*0.5481           59.26              mc15_13TeV.363618.MGPy8EG_N30NLO_Wenu_Ht1000_2000_CVetoBVeto
363619     44200     1.329*1.0*0.3073            108.23             mc15_13TeV.363619.MGPy8EG_N30NLO_Wenu_Ht1000_2000_CFilterBVeto
363620     44200     1.3258*1.0*0.14277          233.51             mc15_13TeV.363620.MGPy8EG_N30NLO_Wenu_Ht1000_2000_BFilter
363621     2000      0.042887*1.0*0.50942        91.54              mc15_13TeV.363621.MGPy8EG_N30NLO_Wenu_Ht2000_E_CMS_CVetoBVeto
363622     300       0.042853*1.0*0.31458        22.25              mc15_13TeV.363622.MGPy8EG_N30NLO_Wenu_Ht2000_E_CMS_CFilterBVeto
363623     9880      0.047382*1.0*0.15125        1378.63            mc15_13TeV.363623.MGPy8EG_N30NLO_Wenu_Ht2000_E_CMS_BFilter
363624     25000000  16720.0*1.0*0.83755         1.79               mc15_13TeV.363624.MGPy8EG_N30NLO_Wmunu_Ht0_70_CVetoBVeto
363625     9997600   16717.0*1.0*0.13835         4.32               mc15_13TeV.363625.MGPy8EG_N30NLO_Wmunu_Ht0_70_CFilterBVeto
363626     8998500   16719.0*1.0*0.024199        22.24              mc15_13TeV.363626.MGPy8EG_N30NLO_Wmunu_Ht0_70_BFilter
363627     4980500   755.35*1.0*0.71177          9.26               mc15_13TeV.363627.MGPy8EG_N30NLO_Wmunu_Ht70_140_CVetoBVeto
363628     4497300   755.62*1.0*0.23986          24.81              mc15_13TeV.363628.MGPy8EG_N30NLO_Wmunu_Ht70_140_CFilterBVeto
363629     4297075   755.77*1.0*0.048328         117.65             mc15_13TeV.363629.MGPy8EG_N30NLO_Wmunu_Ht70_140_BFilter
363630     4972000   318.84*1.0*0.66556          23.43              mc15_13TeV.363630.MGPy8EG_N30NLO_Wmunu_Ht140_280_CVetoBVeto
363631     3999750   319.89*1.0*0.26394          47.37              mc15_13TeV.363631.MGPy8EG_N30NLO_Wmunu_Ht140_280_CFilterBVeto
363632     3999340   319.41*1.0*0.069437         180.32             mc15_13TeV.363632.MGPy8EG_N30NLO_Wmunu_Ht140_280_BFilter
363633     1993000   73.585*1.0*0.61863          43.78              mc15_13TeV.363633.MGPy8EG_N30NLO_Wmunu_Ht280_500_CVetoBVeto
363634     1994600   73.548*1.0*0.28519          95.09              mc15_13TeV.363634.MGPy8EG_N30NLO_Wmunu_Ht280_500_CFilterBVeto
363635     1999000   73.566*1.0*0.095216         285.38             mc15_13TeV.363635.MGPy8EG_N30NLO_Wmunu_Ht280_500_BFilter
363636     988500    11.529*1.0*0.58643          146.21             mc15_13TeV.363636.MGPy8EG_N30NLO_Wmunu_Ht500_700_CVetoBVeto
363637     297000    11.524*1.0*0.29645          86.94              mc15_13TeV.363637.MGPy8EG_N30NLO_Wmunu_Ht500_700_CFilterBVeto
363638     295100    11.521*1.0*0.11586          221.08             mc15_13TeV.363638.MGPy8EG_N30NLO_Wmunu_Ht500_700_BFilter
363639     194500    4.022*1.0*0.56606           85.43              mc15_13TeV.363639.MGPy8EG_N30NLO_Wmunu_Ht700_1000_CVetoBVeto
363640     98200     4.0252*1.0*0.30485          80.03              mc15_13TeV.363640.MGPy8EG_N30NLO_Wmunu_Ht700_1000_CFilterBVeto
363641     97700     4.0139*1.0*0.12845          189.49             mc15_13TeV.363641.MGPy8EG_N30NLO_Wmunu_Ht700_1000_BFilter
363642     43000     1.3254*1.0*0.54423          59.61              mc15_13TeV.363642.MGPy8EG_N30NLO_Wmunu_Ht1000_2000_CVetoBVeto
363643     44200     1.3212*1.0*0.30749          108.8              mc15_13TeV.363643.MGPy8EG_N30NLO_Wmunu_Ht1000_2000_CFilterBVeto
363644     44400     1.3287*1.0*0.14432          231.54             mc15_13TeV.363644.MGPy8EG_N30NLO_Wmunu_Ht1000_2000_BFilter
363645     600       0.043833*1.0*0.53685        25.5               mc15_13TeV.363645.MGPy8EG_N30NLO_Wmunu_Ht2000_E_CMS_CVetoBVeto
363646     2800      0.043284*1.0*0.31264        206.91             mc15_13TeV.363646.MGPy8EG_N30NLO_Wmunu_Ht2000_E_CMS_CFilterBVeto
363647     3450      0.043023*1.0*0.16893        474.69             mc15_13TeV.363647.MGPy8EG_N30NLO_Wmunu_Ht2000_E_CMS_BFilter
363648     24998000  16702.0*1.0*0.83754         1.79               mc15_13TeV.363648.MGPy8EG_N30NLO_Wtaunu_Ht0_70_CVetoBVeto
363649     9998600   16702.0*1.0*0.13832         4.33               mc15_13TeV.363649.MGPy8EG_N30NLO_Wtaunu_Ht0_70_CFilterBVeto
363650     8727550   16702.0*1.0*0.024191        21.6               mc15_13TeV.363650.MGPy8EG_N30NLO_Wtaunu_Ht0_70_BFilter
363651     4591500   754.91*1.0*0.7122           8.54               mc15_13TeV.363651.MGPy8EG_N30NLO_Wtaunu_Ht70_140_CVetoBVeto
363652     4392700   755.3*1.0*0.23927           24.31              mc15_13TeV.363652.MGPy8EG_N30NLO_Wtaunu_Ht70_140_CFilterBVeto
363653     632825    754.85*1.0*0.048411         17.32              mc15_13TeV.363653.MGPy8EG_N30NLO_Wtaunu_Ht70_140_BFilter
363654     3859500   315.27*1.0*0.66708          18.35              mc15_13TeV.363654.MGPy8EG_N30NLO_Wtaunu_Ht140_280_CVetoBVeto
363655     930650    315.98*1.0*0.26368          11.17              mc15_13TeV.363655.MGPy8EG_N30NLO_Wtaunu_Ht140_280_CFilterBVeto
363656     828520    315.62*1.0*0.069169         37.95              mc15_13TeV.363656.MGPy8EG_N30NLO_Wtaunu_Ht140_280_BFilter
363657     580000    72.274*1.0*0.62231          12.9               mc15_13TeV.363657.MGPy8EG_N30NLO_Wtaunu_Ht280_500_CVetoBVeto
363658     1233200   72.19*1.0*0.2847            60.0               mc15_13TeV.363658.MGPy8EG_N30NLO_Wtaunu_Ht280_500_CFilterBVeto
363659     230150    72.167*1.0*0.09538          33.44              mc15_13TeV.363659.MGPy8EG_N30NLO_Wtaunu_Ht280_500_BFilter
363660     595500    11.44*1.0*0.58825           88.49              mc15_13TeV.363660.MGPy8EG_N30NLO_Wtaunu_Ht500_700_CVetoBVeto
363661     208200    11.457*1.0*0.29732          61.12              mc15_13TeV.363661.MGPy8EG_N30NLO_Wtaunu_Ht500_700_CFilterBVeto
363662     180100    11.458*1.0*0.11623          135.23             mc15_13TeV.363662.MGPy8EG_N30NLO_Wtaunu_Ht500_700_BFilter
363663     106000    4.0144*1.0*0.56697          46.57              mc15_13TeV.363663.MGPy8EG_N30NLO_Wtaunu_Ht700_1000_CVetoBVeto
363664     60000     4.0246*1.0*0.30256          49.27              mc15_13TeV.363664.MGPy8EG_N30NLO_Wtaunu_Ht700_1000_CFilterBVeto
363665     58900     4.0253*1.0*0.12965          112.86             mc15_13TeV.363665.MGPy8EG_N30NLO_Wtaunu_Ht700_1000_BFilter
363666     16000     1.3191*1.0*0.54692          22.18              mc15_13TeV.363666.MGPy8EG_N30NLO_Wtaunu_Ht1000_2000_CVetoBVeto
363667     21200     1.321*1.0*0.31333           51.22              mc15_13TeV.363667.MGPy8EG_N30NLO_Wtaunu_Ht1000_2000_CFilterBVeto
363668     19300     1.3297*1.0*0.14469          100.31             mc15_13TeV.363668.MGPy8EG_N30NLO_Wtaunu_Ht1000_2000_BFilter
363669     1400      0.041741*1.0*0.50879        65.92              mc15_13TeV.363669.MGPy8EG_N30NLO_Wtaunu_Ht2000_E_CMS_CVetoBVeto
363670     2300      0.042708*1.0*0.31311        172.0              mc15_13TeV.363670.MGPy8EG_N30NLO_Wtaunu_Ht2000_E_CMS_CFilterBVeto
363671     2400      0.043663*1.0*0.17363        316.57             mc15_13TeV.363671.MGPy8EG_N30NLO_Wtaunu_Ht2000_E_CMS_BFilter
##         ##        =================           ##                 ##
##         ##        Wjets_PowPy8_incl           ##                 ##
##         ##        =================           ##                 ##
361100     29979000  11306.0*1.0172*1.0          2.65               mc15_13TeV.361100.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu
361101     29972000  11306.0*1.0172*1.0          2.65               mc15_13TeV.361101.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusmunu
361102     29980000  11306.0*1.0172*1.0          2.65               mc15_13TeV.361102.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu
361103     39974000  8282.6*1.0358*1.0           4.83               mc15_13TeV.361103.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminusenu
361104     19984000  8282.6*1.0358*1.0           2.41               mc15_13TeV.361104.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminusmunu
361105     19961000  8282.6*1.0358*1.0           2.41               mc15_13TeV.361105.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminustaunu
##         ##        ==================          ##                 ##
##         ##        Wjets_PowPy8_slice          ##                 ##
##         ##        ==================          ##                 ##
301060     500000    32.053*1.0*1.0              15.6               mc15_13TeV.301060.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_120M180
301061     250000    5.0029*1.0*1.0              49.97              mc15_13TeV.301061.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_180M250
301062     140000    1.7543*1.0*1.0              79.8               mc15_13TeV.301062.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_250M400
301063     100000    0.31235*1.0*1.0             320.15             mc15_13TeV.301063.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_400M600
301064     50000     0.060793*1.0*1.0            822.46             mc15_13TeV.301064.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_600M800
301065     50000     0.017668*1.0*1.0            2829.98            mc15_13TeV.301065.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_800M1000
301066     50000     0.0072895*1.0*1.0           6859.18            mc15_13TeV.301066.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_1000M1250
301067     50000     0.0025071*1.0*1.0           19943.36           mc15_13TeV.301067.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_1250M1500
301068     50000     0.00098628*1.0*1.0          50695.54           mc15_13TeV.301068.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_1500M1750
301069     40000     0.0004245*1.0*1.0           94228.5            mc15_13TeV.301069.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_1750M2000
301070     50000     0.00019463*1.0*1.0          256897.7           mc15_13TeV.301070.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_2000M2250
301071     50000     9.3349e-05*1.0*1.0          535624.38          mc15_13TeV.301071.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_2250M2500
301072     50000     4.6259e-05*1.0*1.0          1080870.75         mc15_13TeV.301072.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_2500M2750
301073     50000     2.3476e-05*1.0*1.0          2129834.72         mc15_13TeV.301073.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_2750M3000
301074     50000     1.845e-05*1.0*1.0           2710027.1          mc15_13TeV.301074.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_3000M3500
301075     50000     5.0968e-06*1.0*1.0          9810076.91         mc15_13TeV.301075.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_3500M4000
301076     50000     1.4307e-06*1.0*1.0          34947927.59        mc15_13TeV.301076.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_4000M4500
301077     50000     4.0127e-07*1.0*1.0          124604381.09       mc15_13TeV.301077.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_4500M5000
301078     50000     1.5346e-07*1.0*1.0          325817802.68       mc15_13TeV.301078.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu_5000M
301080     500000    22.198*1.0*1.0              22.52              mc15_13TeV.301080.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_120M180
301081     250000    3.2852*1.0*1.0              76.1               mc15_13TeV.301081.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_180M250
301082     150000    1.0832*1.0*1.0              138.48             mc15_13TeV.301082.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_250M400
301083     100000    0.17541*1.0*1.0             570.09             mc15_13TeV.301083.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_400M600
301084     50000     0.03098*1.0*1.0             1613.94            mc15_13TeV.301084.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_600M800
301085     50000     0.0082865*1.0*1.0           6033.91            mc15_13TeV.301085.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_800M1000
301086     50000     0.0031594*1.0*1.0           15825.79           mc15_13TeV.301086.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_1000M1250
301087     50000     0.0010029*1.0*1.0           49855.42           mc15_13TeV.301087.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_1250M1500
301088     50000     0.00036812*1.0*1.0          135825.27          mc15_13TeV.301088.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_1500M1750
301089     50000     0.00014945*1.0*1.0          334560.05          mc15_13TeV.301089.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_1750M2000
301090     50000     6.5311e-05*1.0*1.0          765567.82          mc15_13TeV.301090.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_2000M2250
301091     50000     3.0167e-05*1.0*1.0          1657440.25         mc15_13TeV.301091.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_2250M2500
301092     50000     1.4549e-05*1.0*1.0          3436662.31         mc15_13TeV.301092.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_2500M2750
301093     50000     7.2592e-06*1.0*1.0          6887811.33         mc15_13TeV.301093.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_2750M3000
301094     50000     5.6692e-06*1.0*1.0          8819586.54         mc15_13TeV.301094.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_3000M3500
301095     50000     1.5975e-06*1.0*1.0          31298904.54        mc15_13TeV.301095.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_3500M4000
301096     50000     4.721e-07*1.0*1.0           105909764.88       mc15_13TeV.301096.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_4000M4500
301097     50000     1.4279e-07*1.0*1.0          350164577.35       mc15_13TeV.301097.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_4500M5000
301098     50000     6.1624e-08*1.0*1.0          811372192.65       mc15_13TeV.301098.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminenu_5000M
301100     500000    32.053*1.0*1.0              15.6               mc15_13TeV.301100.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusmunu_120M180
301101     250000    5.0029*1.0*1.0              49.97              mc15_13TeV.301101.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusmunu_180M250
301102     150000    1.7543*1.0*1.0              85.5               mc15_13TeV.301102.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusmunu_250M400
301103     100000    0.31235*1.0*1.0             320.15             mc15_13TeV.301103.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusmunu_400M600
301104     50000     0.060793*1.0*1.0            822.46             mc15_13TeV.301104.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusmunu_600M800
301105     50000     0.017668*1.0*1.0            2829.98            mc15_13TeV.301105.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusmunu_800M1000
301106     50000     0.0072895*1.0*1.0           6859.18            mc15_13TeV.301106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusmunu_1000M1250
301107     50000     0.0025071*1.0*1.0           19943.36           mc15_13TeV.301107.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusmunu_1250M1500
301108     50000     0.00098628*1.0*1.0          50695.54           mc15_13TeV.301108.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusmunu_1500M1750
301109     50000     0.00042457*1.0*1.0          117766.21          mc15_13TeV.301109.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusmunu_1750M2000
301110     50000     0.00019463*1.0*1.0          256897.7           mc15_13TeV.301110.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusmunu_2000M2250
301111     50000     9.3349e-05*1.0*1.0          535624.38          mc15_13TeV.301111.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusmunu_2250M2500
