
# DSID  events  xsec[pb]*kfac*filter    lumi            name
# ------------------------------------------------------------
301132 	50000 	1.4549e-05*1.0*1.0 	3436662.31 	mc15_13TeV.301132.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_2500M2750.merge.AOD.e3663_s2608_s2183_r6869_r6282
301133 	50000 	7.2592e-06*1.0*1.0 	6887811.33 	mc15_13TeV.301133.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_2750M3000.merge.AOD.e3663_s2608_s2183_r6869_r6282
301134 	50000 	5.6692e-06*1.0*1.0 	8819586.54 	mc15_13TeV.301134.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_3000M3500.merge.AOD.e3663_s2608_s2183_r6869_r6282
301135 	50000 	1.5975e-06*1.0*1.0 	31298904.54 	mc15_13TeV.301135.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_3500M4000.merge.AOD.e3663_s2608_s2183_r6869_r6282
301136 	50000 	4.721e-07*1.0*1.0 	105909764.88 	mc15_13TeV.301136.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_4000M4500.merge.AOD.e3663_s2608_s2183_r6869_r6282
301137 	50000 	1.4279e-07*1.0*1.0 	350164577.35 	mc15_13TeV.301137.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_4500M5000.merge.AOD.e3663_s2608_s2183_r6869_r6282
301138 	50000 	6.1624e-08*1.0*1.0 	811372192.65 	mc15_13TeV.301138.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminmunu_5000M.merge.AOD.e3663_s2608_s2183_r6869_r6282

301140 	499800 	32.053*1.0*1.0 		15.59 		mc15_13TeV.301140.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_120M180.merge.AOD.e3663_s2608_s2183_r6869_r6282
301141 	249000 	5.0029*1.0*1.0 		49.77 		mc15_13TeV.301141.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_180M250.merge.AOD.e3663_s2608_s2183_r6869_r6282
301142 	149400 	1.7543*1.0*1.0 		85.16 		mc15_13TeV.301142.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_250M400.merge.AOD.e3663_s2608_s2183_r6869_r6282
301143 	100000 	0.31235*1.0*1.0 	320.15 		mc15_13TeV.301143.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_400M600.merge.AOD.e3663_s2608_s2183_r6869_r6282
301144 	49800 	0.060793*1.0*1.0 	819.17 		mc15_13TeV.301144.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_600M800.merge.AOD.e3663_s2608_s2183_r6869_r6282
301145 	49800 	0.017668*1.0*1.0 	2818.66 	mc15_13TeV.301145.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_800M1000.merge.AOD.e3663_s2608_s2183_r6869_r6282
301146 	49800 	0.0072895*1.0*1.0 	6831.74 	mc15_13TeV.301146.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_1000M1250.merge.AOD.e3663_s2608_s2183_r6869_r6282
301147 	50000 	0.0025071*1.0*1.0 	19943.36 	mc15_13TeV.301147.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_1250M1500.merge.AOD.e3663_s2608_s2183_r6869_r6282
301148 	49800 	0.00098628*1.0*1.0 	50492.76 	mc15_13TeV.301148.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_1500M1750.merge.AOD.e3663_s2608_s2183_r6869_r6282
301149 	50000 	0.00042457*1.0*1.0 	117766.21 	mc15_13TeV.301149.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_1750M2000.merge.AOD.e3663_s2608_s2183_r6869_r6282
301150 	49800 	0.00019463*1.0*1.0 	255870.11 	mc15_13TeV.301150.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_2000M2250.merge.AOD.e3663_s2608_s2183_r6869_r6282
301151 	50000 	9.3349e-05*1.0*1.0 	535624.38 	mc15_13TeV.301151.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_2250M2500.merge.AOD.e3663_s2608_s2183_r6869_r6282
301152 	49800 	4.6259e-05*1.0*1.0 	1076547.27 	mc15_13TeV.301152.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_2500M2750.merge.AOD.e3663_s2608_s2183_r6869_r6282
301153 	50000 	2.3476e-05*1.0*1.0 	2129834.72 	mc15_13TeV.301153.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_2750M3000.merge.AOD.e3663_s2608_s2183_r6869_r6282
301154 	50000 	1.845e-05*1.0*1.0 	2710027.10 	mc15_13TeV.301154.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_3000M3500.merge.AOD.e3663_s2608_s2183_r6869_r6282
301155 	50000 	5.0968e-06*1.0*1.0 	9810076.91 	mc15_13TeV.301155.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_3500M4000.merge.AOD.e3663_s2608_s2183_r6869_r6282
301156 	50000 	1.4307e-06*1.0*1.0 	34947927.59 	mc15_13TeV.301156.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_4000M4500.merge.AOD.e3663_s2608_s2183_r6869_r6282
301157 	50000 	4.0127e-07*1.0*1.0 	124604381.09 	mc15_13TeV.301157.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_4500M5000.merge.AOD.e3663_s2608_s2183_r6869_r6282
301158 	50000 	1.5346e-07*1.0*1.0 	325817802.68 	mc15_13TeV.301158.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu_5000M.merge.AOD.e3663_s2608_s2183_r6869_r6282

301160 	499400 	22.198*1.0*1.0 		22.50 		mc15_13TeV.301160.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_120M180.merge.AOD.e3663_s2608_s2183_r6869_r6282
301161 	250000 	3.2852*1.0*1.0 		76.10 		mc15_13TeV.301161.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_180M250.merge.AOD.e3663_s2608_s2183_r6869_r6282
301162 	149800 	1.0832*1.0*1.0 		138.29 		mc15_13TeV.301162.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_250M400.merge.AOD.e3663_s2608_s2183_r6869_r6282
301163 	100000 	0.17541*1.0*1.0 	570.09 		mc15_13TeV.301163.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_400M600.merge.AOD.e3663_s2608_s2183_r6869_r6282
301164 	50000 	0.03098*1.0*1.0 	1613.94 	mc15_13TeV.301164.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_600M800.merge.AOD.e3663_s2608_s2183_r6869_r6282
301165 	50000 	0.0082865*1.0*1.0 	6033.91 	mc15_13TeV.301165.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_800M1000.merge.AOD.e3663_s2608_s2183_r6869_r6282
301166 	49800 	0.0031594*1.0*1.0 	15762.49 	mc15_13TeV.301166.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_1000M1250.merge.AOD.e3663_s2608_s2183_r6869_r6282
301167 	49800 	0.0010029*1.0*1.0 	49656.00 	mc15_13TeV.301167.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_1250M1500.merge.AOD.e3663_s2608_s2183_r6869_r6282
301168 	49600 	0.00036812*1.0*1.0 	134738.67 	mc15_13TeV.301168.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_1500M1750.merge.AOD.e3663_s2608_s2183_r6869_r6282
301169 	49800 	0.00014945*1.0*1.0 	333221.81 	mc15_13TeV.301169.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_1750M2000.merge.AOD.e3663_s2608_s2183_r6869_r6282
301170 	50000 	6.5311e-05*1.0*1.0 	765567.82 	mc15_13TeV.301170.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_2000M2250.merge.AOD.e3663_s2608_s2183_r6869_r6282
301171 	50000 	3.0167e-05*1.0*1.0 	1657440.25 	mc15_13TeV.301171.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_2250M2500.merge.AOD.e3663_s2608_s2183_r6869_r6282
301172 	49800 	1.4549e-05*1.0*1.0 	3422915.66 	mc15_13TeV.301172.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_2500M2750.merge.AOD.e3663_s2608_s2183_r6869_r6282
301173 	49600 	7.2592e-06*1.0*1.0 	6832708.84 	mc15_13TeV.301173.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_2750M3000.merge.AOD.e3663_s2608_s2183_r6869_r6282
301174 	49800 	5.6692e-06*1.0*1.0 	8784308.19 	mc15_13TeV.301174.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_3000M3500.merge.AOD.e3663_s2608_s2183_r6869_r6282
301175 	50000 	1.5975e-06*1.0*1.0 	31298904.54 	mc15_13TeV.301175.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_3500M4000.merge.AOD.e3663_s2608_s2183_r6869_r6282
301176 	50000 	4.721e-07*1.0*1.0 	105909764.88 	mc15_13TeV.301176.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_4000M4500.merge.AOD.e3663_s2608_s2183_r6869_r6282
301177 	50000 	1.4279e-07*1.0*1.0 	350164577.35 	mc15_13TeV.301177.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_4500M5000.merge.AOD.e3663_s2608_s2183_r6869_r6282
301178 	50000 	6.1624e-08*1.0*1.0 	811372192.65 	mc15_13TeV.301178.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wmintaunu_5000M.merge.AOD.e3663_s2608_s2183_r6869_r6282

341000 	95000 	30.182*1.0*1.0 		3.15 		mc15_13TeV.341000.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_gamgam.merge.AOD.e3806_s2608_s2183_r6765_r6282
341001 	99800 	3.8272*1.0*1.0 		26.08 		mc15_13TeV.341001.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_gamgam.merge.AOD.e3806_s2608_s2183_r6765_r6282
341096 	99800 	0.0018317*1.0*1.0 	54484.90 	mc15_13TeV.341096.PowhegPythia8EvtGen_CT10_AZNLO_ggZH125_tautaubb.merge.AOD.e3891_s2608_s2183_r6869_r6282
341124 	1428100   	30.193*1.0*0.42179	112.14	mc15_13TeV.341124.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautauhh.merge.AOD.e3935_s2608_s2183_r6765_r6282
341157 	1991100   	3.8295*1.0*0.4219 	1232.37		mc15_13TeV.341157.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautauhh.merge.AOD.e3888_s2608_s2183_r6765_r6282
341905 	473000 	  	30.19*1.0*0.42148 	37.17 		mc15_13TeV.341905.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautauhh_CPodd.merge.AOD.e4103_s2608_r6765_r6282
341906 	240000 	  	30.192*1.0*0.42214 	18.83 		mc15_13TeV.341906.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautauhh_mix50.merge.AOD.e4103_s2608_r6765_r6282
341907 	958000 	  	30.191*1.0*0.42182 	75.22 		mc15_13TeV.341907.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_ggH125_tautauhh_unpol.merge.AOD.e4103_s2608_r6765_r6282
341911 	488000 	  	3.8281*1.0*0.42227 	301.89 		mc15_13TeV.341911.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautauhh_CPodd.merge.AOD.e4103_s2608_r6765_r6282
341912 	249000 	  	3.8285*1.0*0.42219 	154.05 		mc15_13TeV.341912.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautauhh_mix50.merge.AOD.e4103_s2608_r6765_r6282
341913 	972000 	  	3.8308*1.0*0.42216 	601.03 		mc15_13TeV.341913.PowhegPythia8EvtGen_CT10_AZNLOCTEQ6L1_VBFH125_tautauhh_unpol.merge.AOD.e4103_s2608_r6765_r6282
361100 	29914098  	11306.0*1.0*1.0236 	2.58 		mc15_13TeV.361100.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusenu.merge.AOD.e3601_s2576_s2132_r6765_r6282
361101 	27951402  	11306.0*1.0*1.0 	2.47 		mc15_13TeV.361101.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplusmunu.merge.AOD.e3601_s2576_s2132_r6725_r6282
361102 	29908753  	11306.0*1.0*1.0 	2.65 		mc15_13TeV.361102.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wplustaunu.merge.AOD.e3601_s2576_s2132_r6725_r6282
361103 	19916972  	8282.6*1.0*1.0 		2.40 		mc15_13TeV.361103.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminusenu.merge.AOD.e3601_s2576_s2132_r6765_r6282
361104 	19965914  	8282.6*1.0*1.0 		2.41 		mc15_13TeV.361104.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminusmunu.merge.AOD.e3601_s2576_s2132_r6725_r6282
361105 	19952348  	8282.6*1.0*1.0 		2.41 		mc15_13TeV.361105.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Wminustaunu.merge.AOD.e3601_s2576_s2132_r6725_r6282
361106 	19916520  	1901.2*1.0*1.0 		10.48 		mc15_13TeV.361106.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zee.merge.AOD.e3601_s2576_s2132_r6765_r6282
361107 	19942848  	1901.2*1.0*1.0 		10.49 		mc15_13TeV.361107.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Zmumu.merge.AOD.e3601_s2576_s2132_r6765_r6282
361108 	2492600   	1901.2*1.0*1.0 		1.31 		mc15_13TeV.361108.PowhegPythia8EvtGen_AZNLOCTEQ6L1_Ztautau.merge.AOD.e3601_s2606_s2183_r6785_r6282
410000 	19958779  	696.11*1.0*0.54383 	52.72 		mc15_13TeV.410000.PowhegPythiaEvtGen_P2012_ttbar_hdamp172p5_nonallhad.merge.AOD.e3698_s2608_s2183_r6765_r6282
410007 	9991200   	696.21*1.0*0.45618 	31.46 		mc15_13TeV.410007.PowhegPythiaEvtGen_P2012_ttbar_hdamp172p5_allhad.merge.AOD.e4135_s2608_s2183_r6869_r6282
410011 	4988200   	43.739*1.0*1.0 		114.04 		mc15_13TeV.410011.PowhegPythiaEvtGen_P2012_singletop_tchan_lept_top.merge.AOD.e3824_s2608_s2183_r6869_r6282
410012 	4989800   	25.778*1.0*1.0 		193.57 		mc15_13TeV.410012.PowhegPythiaEvtGen_P2012_singletop_tchan_lept_antitop.merge.AOD.e3824_s2608_s2183_r6869_r6282
410013 	4985800   	34.009*1.0*1.0 		146.60 		mc15_13TeV.410013.PowhegPythiaEvtGen_P2012_Wt_inclusive_top.merge.AOD.e3753_s2608_s2183_r6869_r6282
410014 	4985600   	33.989*1.0*1.0 		146.68 		mc15_13TeV.410014.PowhegPythiaEvtGen_P2012_Wt_inclusive_antitop.merge.AOD.e3753_s208_s2183_r6869_r6282
410015 	997200 	  	3.5835*1.0*1.0 		278.28 		mc15_13TeV.410015.PowhegPythiaEvtGen_P2012_Wt_dilepton_top.merge.AOD.e3753_s2608_s2183_r6869_r6282
410016 	997600 	  	3.5814*1.0*1.0 		278.55 		mc15_13TeV.410016.PowhegPythiaEvtGen_P2012_Wt_dilepton_antitop.merge.AOD.e3753_s2608_s2183_r6869_r6282
361063 	990000 	  	12.583*1.0*1.0 		78.68 		mc15_13TeV.361063.Sherpa_CT10_llll.merge.AOD.e3836_s2608_s2183_r6869_r6282
361064 	149600 	  	1.8446*1.0*1.0 		81.10 		mc15_13TeV.361064.Sherpa_CT10_lllvSFMinus.merge.AOD.e3836_s2608_s2183_r6869_r6282
361065 	299800 	  	3.6254*1.0*1.0 		82.69 		mc15_13TeV.361065.Sherpa_CT10_lllvOFMinus.merge.AOD.e3836_s2608_s2183_r6869_r6282
361066 	199400 	  	2.5618*1.0*1.0 		77.84 		mc15_13TeV.361066.Sherpa_CT10_lllvSFPlus.merge.AOD.e3836_s2608_s2183_r6869_r6282
361067 	399800 	  	5.0248*1.0*1.0 		79.57 		mc15_13TeV.361067.Sherpa_CT10_lllvOFPlus.merge.AOD.e3836_s2608_s2183_r6869_r6282
361068 	997400 	  	14.022*1.0*1.0 		71.13 		mc15_13TeV.361068.Sherpa_CT10_llvv.merge.AOD.e3836_s2608_s2183_r6869_r6282
361081 	1494800   	25.995*1.0*1.0 		57.50 		mc15_13TeV.361081.Sherpa_CT10_WplvWmqq.merge.AOD.e3836_s2608_s2183_r6869_r6282
361082 	1492400   	25.974*1.0*1.0169 	56.50 		mc15_13TeV.361082.Sherpa_CT10_WpqqWmlv.merge.AOD.e3836_s2608_s2183_r6869_r6282
361083 	748400 	  	12.543*1.0*1.0 		59.67 		mc15_13TeV.361083.Sherpa_CT10_WlvZqq.merge.AOD.e3836_s2608_s2183_r6869_r6282
361084 	249400 	  	3.7583*1.0*1.0 		66.36 		mc15_13TeV.361084.Sherpa_CT10_WqqZll.merge.AOD.e3836_s2608_s2183_r6869_r6282
361085 	448400 	  	7.4151*1.0*1.0 		60.47 		mc15_13TeV.361085.Sherpa_CT10_WqqZvv.merge.AOD.e3836_s2608_s2183_r6869_r6282
361086 	99400 	  	16.59*1.0*0.14253 	42.04 		mc15_13TeV.361086.Sherpa_CT10_ZqqZll.merge.AOD.e3926_s2608_s2183_r6869_r6282
361087 	149000 	  	16.492*1.0*0.28096 	32.16 		mc15_13TeV.361087.Sherpa_CT10_ZqqZvv.merge.AOD.e3926_s2608_s2183_r6869_r6282
361300 	39734400  	21282.0*1.0*0.89071 	2.10 		mc15_13TeV.361300.Sherpa_CT10_Wenu_Pt0_70_CVetoBVeto.merge.AOD.e3651_s2608_s2183_r6869_r6282
361301 	8986800   	21380.0*1.0*0.049372 	8.51 		mc15_13TeV.361301.Sherpa_CT10_Wenu_Pt0_70_CFilterBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361302 	8984600   	21387.0*1.0*0.060335 	6.96 		mc15_13TeV.361302.Sherpa_CT10_Wenu_Pt0_70_BFilter.merge.AOD.e3651_s2586_s2174_r6869_r6282
361303 	4940500   	633.54*1.0*0.72498 	10.76 		mc15_13TeV.361303.Sherpa_CT10_Wenu_Pt70_140_CVetoBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361304 	4933000   	632.32*1.0*0.16885 	46.20 		mc15_13TeV.361304.Sherpa_CT10_Wenu_Pt70_140_CFilterBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361305 	1487500   	630.75*1.0*0.091571 	25.75 		mc15_13TeV.361305.Sherpa_CT10_Wenu_Pt70_140_BFilter.merge.AOD.e3651_s2608_s2183_r6869_r6282
361306 	4841900   	90.161*1.0*0.67791 	79.22 		mc15_13TeV.361306.Sherpa_CT10_Wenu_Pt140_280_CVetoBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361307 	4959600   	90.031*1.0*0.19847 	277.56 		mc15_13TeV.361307.Sherpa_CT10_Wenu_Pt140_280_CFilterBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361308 	4889900   	90.127*1.0*0.10009 	542.07 		mc15_13TeV.361308.Sherpa_CT10_Wenu_Pt140_280_BFilter.merge.AOD.e3651_s2586_s2174_r6869_r6282
361309 	998000 	  	5.761*1.0*0.62048 	279.19 		mc15_13TeV.361309.Sherpa_CT10_Wenu_Pt280_500_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361310 	896600 	  	5.7609*1.0*0.1974 	788.43 		mc15_13TeV.361310.Sherpa_CT10_Wenu_Pt280_500_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361311 	896000 	  	5.7139*1.0*0.11938 	1313.54 	mc15_13TeV.361311.Sherpa_CT10_Wenu_Pt280_500_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361312 	499000 	  	0.35581*1.0*0.62782 	2233.82 	mc15_13TeV.361312.Sherpa_CT10_Wenu_Pt500_700_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361313 	299800 	  	0.34385*1.0*0.21057 	4140.63 	mc15_13TeV.361313.Sherpa_CT10_Wenu_Pt500_700_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361314 	299000 	  	0.34646*1.0*0.11231 	7684.22 	mc15_13TeV.361314.Sherpa_CT10_Wenu_Pt500_700_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361315 	200000 	  	0.060538*1.0*0.60992 	5416.63 	mc15_13TeV.361315.Sherpa_CT10_Wenu_Pt700_1000_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361316 	100000 	  	0.060838*1.0*0.21509 	7641.96 	mc15_13TeV.361316.Sherpa_CT10_Wenu_Pt700_1000_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361317 	99800 	  	0.062642*1.0*0.1307 	12189.60 	mc15_13TeV.361317.Sherpa_CT10_Wenu_Pt700_1000_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361318 	49600 	  	0.0079207*1.0*0.5931 	10558.21 	mc15_13TeV.361318.Sherpa_CT10_Wenu_Pt1000_2000_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361319 	30000 	  	0.0081198*1.0*0.21871 	16893.02 	mc15_13TeV.361319.Sherpa_CT10_Wenu_Pt1000_2000_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361320 	30000 	  	0.0080036*1.0*0.14211 	26376.14 	mc15_13TeV.361320.Sherpa_CT10_Wenu_Pt1000_2000_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361321 	19800 	  	3.0835e-05*1.0*0.59672 	1076095.07 	mc15_13TeV.361321.Sherpa_CT10_Wenu_Pt2000_E_CMS_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361322 	10000 	  	3.1118e-05*1.0*0.21159 	1518774.11 	mc15_13TeV.361322.Sherpa_CT10_Wenu_Pt2000_E_CMS_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361323 	9800 	  	3.1194e-05*1.0*0.13771 	2281337.45 	mc15_13TeV.361323.Sherpa_CT10_Wenu_Pt2000_E_CMS_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361324 	37517100  	21392.0*1.0*0.89238 	1.97 		mc15_13TeV.361324.Sherpa_CT10_Wmunu_Pt0_70_CVetoBVeto.merge.AOD.e3651_s2608_s2183_r6869_r6282
361325 	8926500   	21380.0*1.0*0.046934 	8.90 		mc15_13TeV.361325.Sherpa_CT10_Wmunu_Pt0_70_CFilterBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361326 	8958500   	21371.0*1.0*0.059494 	7.05 		mc15_13TeV.361326.Sherpa_CT10_Wmunu_Pt0_70_BFilter.merge.AOD.e3651_s2608_s2183_r6869_r6282
361327 	4938600   	634.29*1.0*0.72661 	10.72 		mc15_13TeV.361327.Sherpa_CT10_Wmunu_Pt70_140_CVetoBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361328 	4938900   	632.5*1.0*0.1676 	46.59 		mc15_13TeV.361328.Sherpa_CT10_Wmunu_Pt70_140_CFilterBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361329 	4872600   	632.7*1.0*0.091889 	83.81 		mc15_13TeV.361329.Sherpa_CT10_Wmunu_Pt70_140_BFilter.merge.AOD.e3651_s2586_s2174_r6869_r6282
361330 	4443000   	89.888*1.0*0.68025 	72.66 		mc15_13TeV.361330.Sherpa_CT10_Wmunu_Pt140_280_CVetoBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361331 	4828000   	90.088*1.0*0.19848 	270.01 		mc15_13TeV.361331.Sherpa_CT10_Wmunu_Pt140_280_CFilterBVeto.merge.AOD.e3651_s2586_s2174_r6869_r6282
361332 	4907750   	90.322*1.0*0.10287 	528.20 		mc15_13TeV.361332.Sherpa_CT10_Wmunu_Pt140_280_BFilter.merge.AOD.e3651_s2586_s2174_r6869_r6282
361333 	997800 	  	5.7812*1.0*0.65089 	265.17 		mc15_13TeV.361333.Sherpa_CT10_Wmunu_Pt280_500_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361334 	897400 	  	5.7437*1.0*0.21795 	716.87 		mc15_13TeV.361334.Sherpa_CT10_Wmunu_Pt280_500_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361335 	896400 	  	5.7292*1.0*0.12308 	1271.22 	mc15_13TeV.361335.Sherpa_CT10_Wmunu_Pt280_500_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361336 	497800 	  	0.35302*1.0*0.62753 	2247.09 	mc15_13TeV.361336.Sherpa_CT10_Wmunu_Pt500_700_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361337 	298800 	  	0.3456*1.0*0.20674 	4181.98 	mc15_13TeV.361337.Sherpa_CT10_Wmunu_Pt500_700_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361338 	298000 	  	0.34814*1.0*0.12778 	6698.84 	mc15_13TeV.361338.Sherpa_CT10_Wmunu_Pt500_700_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361339 	199200 	  	0.061501*1.0*0.62077 	5217.67 	mc15_13TeV.361339.Sherpa_CT10_Wmunu_Pt700_1000_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361340 	99600 	  	0.061643*1.0*0.21151 	7639.14 	mc15_13TeV.361340.Sherpa_CT10_Wmunu_Pt700_1000_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361341 	99550 	  	0.06015*1.0*0.14496 	11417.14 	mc15_13TeV.361341.Sherpa_CT10_Wmunu_Pt700_1000_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361342 	50000 	  	0.0079016*1.0*0.52397 	12076.71 	mc15_13TeV.361342.Sherpa_CT10_Wmunu_Pt1000_2000_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361343 	29800 	  	0.0079128*1.0*0.21854 	17232.77 	mc15_13TeV.361343.Sherpa_CT10_Wmunu_Pt1000_2000_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361344 	30000 	  	0.0078579*1.0*0.16632 	22954.63 	mc15_13TeV.361344.Sherpa_CT10_Wmunu_Pt1000_2000_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361345 	20000 	  	3.0924e-05*1.0*0.74357 	869786.12 	mc15_13TeV.361345.Sherpa_CT10_Wmunu_Pt2000_E_CMS_CVetoBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361346 	9000 	  	3.1798e-05*1.0*0.22019 	1285420.18 	mc15_13TeV.361346.Sherpa_CT10_Wmunu_Pt2000_E_CMS_CFilterBVeto.merge.AOD.e4133_s2608_s2183_r6869_r6282
361347 	10000 	  	3.4594e-05*1.0*0.12486 	2315132.70 	mc15_13TeV.361347.Sherpa_CT10_Wmunu_Pt2000_E_CMS_BFilter.merge.AOD.e4133_s2608_s2183_r6869_r6282
361348 	39906400  	21386.0*1.0*0.89141 	2.09 		mc15_13TeV.361348.Sherpa_CT10_Wtaunu_Pt0_70_CVetoBVeto.merge.AOD.e3733_s2608_s2183_r6869_r6282
