| DSID |  Sample  | Total events | Sample Lumi [fb-1] | AMIXsec [pb] | BR  | FiltEff | Total higher order xsec [pb] | K-factor | Higher order xsec sample [pb] | 
| 361863 | mc15_13TeV.361863.AlpgenPythiaEvtGen_P2012_WenucNp3 | 295000 | 8.47 | 34.816  | 1.0 | 1.0 | Undefined  | 1.0 | 34.816 | 
| 361864 | mc15_13TeV.361864.AlpgenPythiaEvtGen_P2012_WenucNp4 | 95000 | 8.57 | 11.088  | 1.0 | 1.0 | Undefined  | 1.0 | 11.088 | 
| 361865 | mc15_13TeV.361865.AlpgenPythiaEvtGen_P2012_WmunucNp0 | 6000000 | 1.46 | 4106.3  | 1.0 | 1.0 | Undefined  | 1.0 | 4106.3 | 
| 361866 | mc15_13TeV.361866.AlpgenPythiaEvtGen_P2012_WmunucNp1 | 2300000 | 2.58 | 892.57  | 1.0 | 1.0 | Undefined  | 1.0 | 892.57 | 
| 361867 | mc15_13TeV.361867.AlpgenPythiaEvtGen_P2012_WmunucNp2 | 1195000 | 7.34 | 162.74  | 1.0 | 1.0 | Undefined  | 1.0 | 162.74 | 
| 361868 | mc15_13TeV.361868.AlpgenPythiaEvtGen_P2012_WmunucNp3 | 295000 | 8.49 | 34.762  | 1.0 | 1.0 | Undefined  | 1.0 | 34.762 | 
| 361869 | mc15_13TeV.361869.AlpgenPythiaEvtGen_P2012_WmunucNp4 | 100000 | 9.07 | 11.029  | 1.0 | 1.0 | Undefined  | 1.0 | 11.029 | 
| 361870 | mc15_13TeV.361870.AlpgenPythiaEvtGen_P2012_WtaunucNp0 | 6000000 | 1.46 | 4107.1  | 1.0 | 1.0 | Undefined  | 1.0 | 4107.1 | 
| 361871 | mc15_13TeV.361871.AlpgenPythiaEvtGen_P2012_WtaunucNp1 | 2300000 | 2.57 | 893.49  | 1.0 | 1.0 | Undefined  | 1.0 | 893.49 | 
| 361872 | mc15_13TeV.361872.AlpgenPythiaEvtGen_P2012_WtaunucNp2 | 995000 | 6.13 | 162.44  | 1.0 | 1.0 | Undefined  | 1.0 | 162.44 | 
| 361873 | mc15_13TeV.361873.AlpgenPythiaEvtGen_P2012_WtaunucNp3 | 295000 | 8.47 | 34.834  | 1.0 | 1.0 | Undefined  | 1.0 | 34.834 | 
| 361874 | mc15_13TeV.361874.AlpgenPythiaEvtGen_P2012_WtaunucNp4 | 95000 | 8.57 | 11.086  | 1.0 | 1.0 | Undefined  | 1.0 | 11.086 | 
